Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDS46,,Regular,8.3,Snack Foods,118.78,OUT019,1985,Small,Tier 1,Grocery Store,119.0
FDB35,12.3,Regular,6.5,Starchy Foods,92.98,OUT013,1987,High,Tier 3,Supermarket Type1,1929.0
FDX21,,LF,8.5,Snack Foods,109.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,2075.0
NCU05,,Low Fat,5.8,Health and Hygiene,79.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,242.0
NCR38,17.25,Low Fat,11.4,Household,251.37,OUT045,2002,,Tier 2,Supermarket Type1,6795.0
NCR18,15.85,Low Fat,2.1,Household,42.71,OUT017,2007,,Tier 2,Supermarket Type1,639.0
NCU41,18.85,Low Fat,5.2,Health and Hygiene,192.18,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.0
FDY56,16.35,Regular,6.3,Fruits and Vegetables,227.61,OUT017,2007,,Tier 2,Supermarket Type1,7223.0
DRJ51,14.1,Low Fat,8.8,Dairy,229.07,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.0
FDK21,7.905,Low Fat,1.0,Snack Foods,249.04,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.0
FDY25,12.0,Low Fat,3.4,Canned,179.4,OUT013,1987,High,Tier 3,Supermarket Type1,3441.0
FDU44,12.15,Regular,5.8,Fruits and Vegetables,163.46,OUT035,2004,Small,Tier 2,Supermarket Type1,975.0
FDL43,10.1,Low Fat,2.7,Meat,75.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,536.0
FDF05,17.5,Low Fat,2.7,Frozen Foods,262.49,OUT017,2007,,Tier 2,Supermarket Type1,5260.0
DRF15,,Low Fat,5.8,Dairy,152.03,OUT019,1985,Small,Tier 1,Grocery Store,306.0
FDL20,17.1,Low Fat,12.9,Fruits and Vegetables,112.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0
FDV32,7.785,Low Fat,8.9,Fruits and Vegetables,61.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.0
FDJ34,11.8,Regular,9.4,Snack Foods,125.97,OUT013,1987,High,Tier 3,Supermarket Type1,1878.0
FDG08,13.15,Regular,16.6,Fruits and Vegetables,171.88,OUT045,2002,,Tier 2,Supermarket Type1,3779.0
FDQ04,,Low Fat,14.8,Frozen Foods,41.58,OUT019,1985,Small,Tier 1,Grocery Store,41.0
FDW13,8.5,Low Fat,9.8,Canned,51.13,OUT017,2007,,Tier 2,Supermarket Type1,260.0
NCI17,8.645,Low Fat,14.3,Health and Hygiene,96.34,OUT013,1987,High,Tier 3,Supermarket Type1,193.0
FDY03,17.6,Regular,7.6,Meat,110.92,OUT045,2002,,Tier 2,Supermarket Type1,1688.0
FDS12,9.1,Low Fat,17.5,Baking Goods,127.54,OUT017,2007,,Tier 2,Supermarket Type1,4656.0
FDJ55,12.8,Regular,2.4,Meat,225.94,OUT013,1987,High,Tier 3,Supermarket Type1,4951.0
DRK01,7.63,Low Fat,6.1,Soft Drinks,95.44,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.0
FDG28,9.285,Regular,5.0,Frozen Foods,246.41,OUT017,2007,,Tier 2,Supermarket Type1,1225.0
FDY38,13.6,Regular,11.9,Dairy,231.03,OUT045,2002,,Tier 2,Supermarket Type1,5360.0
FDN01,8.895,Low Fat,7.3,Breakfast,176.24,OUT045,2002,,Tier 2,Supermarket Type1,1764.0
NCR54,16.35,Low Fat,9.0,Household,195.21,OUT013,1987,High,Tier 3,Supermarket Type1,2553.0
FDG29,17.6,Low Fat,5.6,Frozen Foods,43.35,OUT013,1987,High,Tier 3,Supermarket Type1,1007.0
FDG24,7.975,Low Fat,1.5,Baking Goods,85.22,OUT013,1987,High,Tier 3,Supermarket Type1,1082.0
FDG59,15.85,Low Fat,4.3,Starchy Foods,36.72,OUT017,2007,,Tier 2,Supermarket Type1,309.0
FDM28,15.7,Low Fat,4.5,Frozen Foods,178.67,OUT013,1987,High,Tier 3,Supermarket Type1,2517.0
FDW04,8.985,Regular,5.8,Frozen Foods,128.83,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.0
FDS26,20.35,Low Fat,8.9,Dairy,260.16,OUT013,1987,High,Tier 3,Supermarket Type1,2093.0
FDQ56,6.59,Low Fat,10.6,Fruits and Vegetables,85.69,OUT013,1987,High,Tier 3,Supermarket Type1,1929.0
FDK51,19.85,Low Fat,0.5,Dairy,264.09,OUT035,2004,Small,Tier 2,Supermarket Type1,5830.0
FDL22,16.85,Low Fat,3.6,Snack Foods,91.45,OUT046,1997,Small,Tier 1,Supermarket Type1,2083.0
FDH19,,Low Fat,3.3,Meat,173.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.0
FDY55,16.75,Low Fat,8.1,Fruits and Vegetables,256.5,OUT013,1987,High,Tier 3,Supermarket Type1,7453.0
FDY03,17.6,Regular,7.7,Meat,110.52,OUT017,2007,,Tier 2,Supermarket Type1,450.0
FDK21,7.905,Low Fat,1.7,Snack Foods,250.44,OUT010,1998,,Tier 3,Grocery Store,501.0
FDZ10,,Low Fat,4.4,Snack Foods,126.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,3669.0
FDZ32,7.785,Regular,3.8,Fruits and Vegetables,103.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.0
NCZ18,7.825,Low Fat,18.6,Household,253.07,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0
NCF07,,Low Fat,3.2,Household,101.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.0
DRE49,20.75,Low Fat,2.1,Soft Drinks,153.0,OUT017,2007,,Tier 2,Supermarket Type1,2277.0
FDJ08,,Low Fat,19.4,Fruits and Vegetables,190.38,OUT019,1985,Small,Tier 1,Grocery Store,573.0
FDT39,6.26,Regular,1.0,Meat,151.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.0
FDE08,18.2,Low Fat,8.3,Fruits and Vegetables,147.37,OUT010,1998,,Tier 3,Grocery Store,297.0
NCD06,13.0,Low Fat,10.0,Household,46.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.0
FDB57,20.25,Regular,1.9,Fruits and Vegetables,222.18,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.0
NCT54,8.695,Low Fat,12.0,Household,95.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.0
DRF49,7.27,Low Fat,7.1,Soft Drinks,113.55,OUT045,2002,,Tier 2,Supermarket Type1,569.0
FDM25,,Regular,6.0,Breakfast,174.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,3867.0
FDF20,12.85,low fat,3.3,Fruits and Vegetables,198.48,OUT045,2002,,Tier 2,Supermarket Type1,1380.0
FDH27,7.075,Low Fat,5.9,Dairy,142.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.0
FDV60,,Regular,11.7,Baking Goods,196.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,5500.0
FDY59,8.195,Low Fat,3.1,Baking Goods,94.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.0
FDK36,7.09,Low Fat,0.7,Baking Goods,47.9,OUT035,2004,Small,Tier 2,Supermarket Type1,583.0
NCM31,6.095,Low Fat,8.1,Others,141.42,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.0
FDE33,19.35,Regular,5.0,Fruits and Vegetables,80.26,OUT017,2007,,Tier 2,Supermarket Type1,943.0
FDU36,6.15,Low Fat,4.6,Baking Goods,99.34,OUT046,1997,Small,Tier 1,Supermarket Type1,2365.0
FDV13,,Regular,2.7,Canned,87.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,3252.0
FDV20,,Regular,10.5,Fruits and Vegetables,125.27,OUT019,1985,Small,Tier 1,Grocery Store,254.0
NCQ54,17.7,Low Fat,1.3,Household,167.05,OUT035,2004,Small,Tier 2,Supermarket Type1,5896.0
FDO23,17.85,Low Fat,14.7,Breads,93.74,OUT018,2009,Medium,Tier 3,Supermarket Type2,1135.0
DRE60,9.395,Low Fat,16.0,Soft Drinks,224.97,OUT045,2002,,Tier 2,Supermarket Type1,7697.0
DRP47,15.75,Low Fat,14.1,Hard Drinks,250.54,OUT017,2007,,Tier 2,Supermarket Type1,2776.0
FDB21,7.475,Low Fat,14.9,Fruits and Vegetables,241.29,OUT045,2002,,Tier 2,Supermarket Type1,5317.0
FDR04,7.075,Low Fat,0.0,Frozen Foods,98.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,875.0
FDX23,6.445,Low Fat,3.0,Baking Goods,92.64,OUT046,1997,Small,Tier 1,Supermarket Type1,1040.0
FDX19,19.1,Low Fat,9.7,Fruits and Vegetables,235.1,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0
FDD40,20.25,Regular,1.5,Dairy,193.62,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.0
FDA01,15.0,Regular,5.4,Canned,59.19,OUT046,1997,Small,Tier 1,Supermarket Type1,527.0
FDS33,6.67,Regular,12.3,Snack Foods,89.15,OUT046,1997,Small,Tier 1,Supermarket Type1,2391.0
FDM50,,Regular,3.0,Canned,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1678.0
FDB29,16.7,Regular,5.2,Frozen Foods,112.72,OUT013,1987,High,Tier 3,Supermarket Type1,802.0
FDF46,7.07,Low Fat,9.4,Snack Foods,115.58,OUT045,2002,,Tier 2,Supermarket Type1,1267.0
FDA33,6.48,Low Fat,3.4,Snack Foods,148.01,OUT045,2002,,Tier 2,Supermarket Type1,887.0
FDC08,19.0,Regular,17.3,Fruits and Vegetables,228.27,OUT010,1998,,Tier 3,Grocery Store,453.0
FDB53,13.35,Low Fat,14.0,Frozen Foods,147.54,OUT045,2002,,Tier 2,Supermarket Type1,3878.0
FDY31,,Low Fat,4.3,Fruits and Vegetables,146.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.0
DRQ35,,Low Fat,4.2,Hard Drinks,122.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,5449.0
FDX36,9.695,Regular,12.8,Baking Goods,223.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,4951.0
DRD13,15.0,Low Fat,4.9,Soft Drinks,62.62,OUT017,2007,,Tier 2,Supermarket Type1,959.0
FDC52,11.15,Regular,0.8,Dairy,149.97,OUT017,2007,,Tier 2,Supermarket Type1,1956.0
FDB45,20.85,Low Fat,2.1,Fruits and Vegetables,103.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.0
NCK19,9.8,Low Fat,15.1,Others,194.35,OUT010,1998,,Tier 3,Grocery Store,387.0
FDV51,16.35,Low Fat,3.3,Meat,165.08,OUT013,1987,High,Tier 3,Supermarket Type1,995.0
FDZ35,9.6,Regular,2.2,Breads,101.3,OUT045,2002,,Tier 2,Supermarket Type1,1754.0
NCW17,,Low Fat,1.9,Health and Hygiene,130.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,3341.0
FDV59,13.35,Low Fat,4.8,Breads,216.72,OUT045,2002,,Tier 2,Supermarket Type1,3919.0
DRH39,20.7,Low Fat,9.3,Dairy,76.37,OUT013,1987,High,Tier 3,Supermarket Type1,306.0
FDN60,,Low Fat,9.5,Baking Goods,158.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.0
FDU55,16.2,Low Fat,3.6,Fruits and Vegetables,260.63,OUT045,2002,,Tier 2,Supermarket Type1,4426.0
FDN58,,Regular,5.7,Snack Foods,231.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,9268.0
FDC41,,Low Fat,20.5,Frozen Foods,76.87,OUT019,1985,Small,Tier 1,Grocery Store,230.0
FDO01,,Regular,2.1,Breakfast,129.4,OUT027,1985,Medium,Tier 3,Supermarket Type3,2056.0
NCO43,5.5,Low Fat,4.7,Others,101.3,OUT046,1997,Small,Tier 1,Supermarket Type1,3340.0
FDQ07,15.1,Regular,8.8,Fruits and Vegetables,221.75,OUT045,2002,,Tier 2,Supermarket Type1,6410.0
FDF28,15.7,Regular,3.8,Frozen Foods,122.9,OUT017,2007,,Tier 2,Supermarket Type1,1992.0
FDM01,7.895,reg,9.5,Breakfast,104.43,OUT017,2007,,Tier 2,Supermarket Type1,2871.0
FDY49,,Regular,1.2,Canned,164.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0
FDR24,17.35,Regular,6.3,Baking Goods,88.18,OUT013,1987,High,Tier 3,Supermarket Type1,539.0
NCY18,7.285,Low Fat,3.1,Household,174.31,OUT013,1987,High,Tier 3,Supermarket Type1,4378.0
NCY30,20.25,Low Fat,2.6,Household,181.0,OUT045,2002,,Tier 2,Supermarket Type1,2716.0
FDJ22,,Low Fat,9.2,Snack Foods,190.95,OUT019,1985,Small,Tier 1,Grocery Store,384.0
DRI37,15.85,Low Fat,10.8,Soft Drinks,59.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0
FDL27,6.17,Low Fat,1.1,Meat,66.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.0
NCO30,19.5,Low Fat,1.6,Household,182.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,3308.0
NCB07,19.2,Low Fat,7.8,Household,197.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,3143.0
FDX25,16.7,Low Fat,0.0,Canned,181.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0
FDP59,20.85,Regular,5.7,Breads,104.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.0
FDR59,14.5,Regular,6.4,Breads,260.46,OUT045,2002,,Tier 2,Supermarket Type1,5495.0
FDT27,11.395,Regular,7.0,Meat,233.16,OUT013,1987,High,Tier 3,Supermarket Type1,6093.0
DRI01,7.97,Low Fat,3.4,Soft Drinks,174.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2587.0
FDU09,7.71,Regular,6.7,Snack Foods,55.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1256.0
FDH26,19.25,Regular,3.5,Canned,141.75,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.0
FDH27,7.075,Low Fat,5.8,Dairy,142.21,OUT046,1997,Small,Tier 1,Supermarket Type1,3164.0
FDN39,,Regular,6.5,Meat,166.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.0
FDH40,11.6,Regular,7.9,Frozen Foods,79.93,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.0
FDJ56,,Low Fat,18.3,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.0
DRN47,12.1,Low Fat,1.7,Hard Drinks,178.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,899.0
NCO17,10.0,Low Fat,7.3,Health and Hygiene,118.24,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.0
FDX60,14.35,Low Fat,8.1,Baking Goods,81.9,OUT045,2002,,Tier 2,Supermarket Type1,879.0
FDT22,10.395,Low Fat,11.2,Snack Foods,58.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.0
FDX26,,Low Fat,15.4,Dairy,182.63,OUT019,1985,Small,Tier 1,Grocery Store,182.0
FDG45,8.1,Low Fat,12.8,Fruits and Vegetables,211.49,OUT013,1987,High,Tier 3,Supermarket Type1,3611.0
FDD44,8.05,Regular,7.8,Fruits and Vegetables,256.46,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.0
FDS15,9.195,Regular,7.9,Meat,108.76,OUT017,2007,,Tier 2,Supermarket Type1,2589.0
FDL51,20.7,Regular,4.8,Dairy,212.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.0
FDL32,15.7,Regular,12.3,Fruits and Vegetables,110.15,OUT017,2007,,Tier 2,Supermarket Type1,1230.0
FDZ07,,Regular,0.0,Fruits and Vegetables,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1734.0
NCW53,,Low Fat,5.3,Health and Hygiene,193.82,OUT019,1985,Small,Tier 1,Grocery Store,385.0
NCA54,16.5,Low Fat,3.7,Household,180.03,OUT045,2002,,Tier 2,Supermarket Type1,3969.0
FDX09,9.0,Low Fat,6.5,Snack Foods,176.44,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.0
FDO51,6.785,Regular,4.2,Meat,41.21,OUT013,1987,High,Tier 3,Supermarket Type1,810.0
FDW49,19.5,Low Fat,8.3,Canned,178.6,OUT018,2009,Medium,Tier 3,Supermarket Type2,1254.0
FDB27,7.575,Low Fat,5.5,Dairy,195.28,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.0
FDF45,18.2,Regular,1.2,Fruits and Vegetables,57.79,OUT013,1987,High,Tier 3,Supermarket Type1,1465.0
FDV02,16.75,Low Fat,6.0,Dairy,169.81,OUT013,1987,High,Tier 3,Supermarket Type1,3251.0
FDY28,7.47,Regular,0.0,Frozen Foods,214.32,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.0
FDX31,,Regular,1.5,Fruits and Vegetables,231.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0
FDR43,,Low Fat,16.1,Fruits and Vegetables,38.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.0
FDP51,13.85,Regular,8.6,Meat,119.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2252.0
FDL52,6.635,Regular,4.6,Frozen Foods,37.45,OUT017,2007,,Tier 2,Supermarket Type1,1176.0
FDR44,6.11,Regular,10.3,Fruits and Vegetables,130.5,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.0
FDB34,15.25,Low Fat,2.7,Snack Foods,86.22,OUT035,2004,Small,Tier 2,Supermarket Type1,611.0
FDC50,15.85,Low Fat,0.0,Canned,96.41,OUT035,2004,Small,Tier 2,Supermarket Type1,1238.0
FDT57,15.2,Low Fat,3.2,Snack Foods,235.12,OUT010,1998,,Tier 3,Grocery Store,474.0
FDP22,,Regular,0.0,Snack Foods,52.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,718.0
DRE49,20.75,LF,2.1,Soft Drinks,150.5,OUT046,1997,Small,Tier 1,Supermarket Type1,2581.0
FDM40,10.195,Low Fat,16.0,Frozen Foods,143.22,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.0
FDY32,7.605,Low Fat,13.0,Fruits and Vegetables,164.02,OUT045,2002,,Tier 2,Supermarket Type1,3915.0
FDW07,18.0,Regular,14.3,Fruits and Vegetables,88.55,OUT046,1997,Small,Tier 1,Supermarket Type1,797.0
FDU02,,Low Fat,17.9,Dairy,228.94,OUT019,1985,Small,Tier 1,Grocery Store,916.0
NCF18,18.35,Low Fat,8.9,Household,191.35,OUT045,2002,,Tier 2,Supermarket Type1,3260.0
FDQ56,6.59,Low Fat,10.6,Fruits and Vegetables,84.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,1678.0
FDN58,13.8,reg,5.7,Snack Foods,230.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.0
FDG35,21.2,Regular,0.7,Starchy Foods,173.57,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.0
FDY34,10.5,Regular,1.1,Snack Foods,166.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,2653.0
NCE19,8.97,Low Fat,9.3,Household,52.8,OUT045,2002,,Tier 2,Supermarket Type1,1037.0
NCK31,,Low Fat,2.7,Others,50.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,718.0
NCJ29,10.6,Low Fat,3.5,Health and Hygiene,86.12,OUT045,2002,,Tier 2,Supermarket Type1,426.0
FDT59,13.65,Low Fat,1.6,Breads,231.17,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.0
NCX41,19.0,Low Fat,1.8,Health and Hygiene,211.02,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0
FDU45,,Regular,3.5,Snack Foods,115.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.0
FDW24,,Low Fat,6.6,Baking Goods,48.9,OUT019,1985,Small,Tier 1,Grocery Store,49.0
FDF22,6.865,Low Fat,5.7,Snack Foods,212.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.0
FDM60,10.8,Regular,4.8,Baking Goods,40.21,OUT046,1997,Small,Tier 1,Supermarket Type1,690.0
FDR02,16.7,Low Fat,2.2,Dairy,110.29,OUT013,1987,High,Tier 3,Supermarket Type1,1890.0
DRP35,,Low Fat,9.0,Hard Drinks,126.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,3196.0
FDS48,15.15,Low Fat,2.8,Baking Goods,150.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1505.0
NCZ42,10.5,Low Fat,0.0,Household,238.32,OUT010,1998,,Tier 3,Grocery Store,711.0
FDZ38,17.6,Low Fat,0.8,Dairy,174.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.0
FDH19,19.35,Low Fat,3.3,Meat,175.47,OUT046,1997,Small,Tier 1,Supermarket Type1,521.0
NCB55,15.7,Low Fat,16.1,Household,59.46,OUT046,1997,Small,Tier 1,Supermarket Type1,830.0
FDC15,18.1,LF,17.9,Dairy,155.53,OUT017,2007,,Tier 2,Supermarket Type1,1571.0
FDF11,10.195,Regular,1.8,Starchy Foods,239.65,OUT035,2004,Small,Tier 2,Supermarket Type1,2404.0
FDW35,,low fat,1.9,Breads,41.65,OUT019,1985,Small,Tier 1,Grocery Store,84.0
FDB44,6.655,Low Fat,1.7,Fruits and Vegetables,211.06,OUT045,2002,,Tier 2,Supermarket Type1,844.0
NCC06,19.0,Low Fat,2.7,Household,127.33,OUT017,2007,,Tier 2,Supermarket Type1,2940.0
FDR04,7.075,Low Fat,3.8,Frozen Foods,98.01,OUT010,1998,,Tier 3,Grocery Store,292.0
FDB17,13.15,Low Fat,3.7,Frozen Foods,181.3,OUT045,2002,,Tier 2,Supermarket Type1,3260.0
FDW43,20.1,Regular,2.2,Fruits and Vegetables,226.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,3416.0
FDA27,20.35,Regular,0.0,Dairy,256.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,5625.0
NCU41,18.85,Low Fat,5.2,Health and Hygiene,190.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,6688.0
FDY56,16.35,Regular,6.3,Fruits and Vegetables,227.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,5643.0
FDV39,11.3,Low Fat,0.7,Meat,196.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4944.0
FDN32,17.5,Low Fat,1.6,Fruits and Vegetables,182.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.0
FDW07,18.0,Regular,14.3,Fruits and Vegetables,87.45,OUT045,2002,,Tier 2,Supermarket Type1,797.0
FDZ27,7.935,Low Fat,1.7,Dairy,51.54,OUT045,2002,,Tier 2,Supermarket Type1,849.0
FDW23,,Low Fat,14.4,Baking Goods,37.32,OUT019,1985,Small,Tier 1,Grocery Store,39.0
FDU01,20.25,Regular,1.2,Canned,184.59,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.0
FDF10,15.5,Regular,15.7,Snack Foods,149.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,589.0
DRH03,,Low Fat,6.1,Dairy,91.81,OUT019,1985,Small,Tier 1,Grocery Store,373.0
FDW27,,Regular,26.4,Meat,155.73,OUT019,1985,Small,Tier 1,Grocery Store,155.0
DRI13,15.35,Low Fat,2.0,Soft Drinks,218.05,OUT013,1987,High,Tier 3,Supermarket Type1,3039.0
NCR05,10.1,Low Fat,5.5,Health and Hygiene,200.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.0
FDB29,16.7,Regular,5.3,Frozen Foods,115.42,OUT045,2002,,Tier 2,Supermarket Type1,687.0
FDL51,20.7,Regular,4.8,Dairy,213.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.0
FDB11,16.0,LF,6.1,Starchy Foods,223.84,OUT013,1987,High,Tier 3,Supermarket Type1,3601.0
FDI35,14.0,Low Fat,4.1,Starchy Foods,180.76,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.0
FDX08,12.85,Low Fat,2.3,Fruits and Vegetables,181.43,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.0
FDP59,20.85,Regular,5.7,Breads,105.66,OUT045,2002,,Tier 2,Supermarket Type1,623.0
NCJ18,12.35,Low Fat,16.4,Household,120.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.0
FDJ41,6.85,Low Fat,2.3,Frozen Foods,261.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,3402.0
FDU08,10.3,Low Fat,2.7,Fruits and Vegetables,101.0,OUT035,2004,Small,Tier 2,Supermarket Type1,1290.0
FDS09,,Regular,14.2,Snack Foods,49.6,OUT019,1985,Small,Tier 1,Grocery Store,51.0
DRH15,8.775,Low Fat,0.0,Dairy,45.94,OUT013,1987,High,Tier 3,Supermarket Type1,791.0
NCV17,18.85,Low Fat,1.6,Health and Hygiene,129.26,OUT017,2007,,Tier 2,Supermarket Type1,3148.0
NCO54,,Low Fat,1.4,Household,56.76,OUT027,1985,Medium,Tier 3,Supermarket Type3,2487.0
FDE24,14.85,Low Fat,9.3,Baking Goods,141.08,OUT035,2004,Small,Tier 2,Supermarket Type1,1140.0
FDH53,20.5,Regular,1.9,Frozen Foods,84.36,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.0
FDZ13,7.84,Regular,15.4,Canned,51.94,OUT018,2009,Medium,Tier 3,Supermarket Type2,200.0
FDW28,18.25,Low Fat,8.9,Frozen Foods,196.75,OUT045,2002,,Tier 2,Supermarket Type1,979.0
FDU46,10.3,Regular,1.1,Snack Foods,85.85,OUT013,1987,High,Tier 3,Supermarket Type1,2683.0
NCE43,12.5,LF,10.3,Household,169.94,OUT035,2004,Small,Tier 2,Supermarket Type1,2898.0
FDS26,,Low Fat,8.9,Dairy,260.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,9158.0
FDB14,20.25,Regular,10.3,Canned,93.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.0
DRB48,,Regular,2.5,Soft Drinks,40.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,1296.0
NCC42,15.0,Low Fat,4.5,Health and Hygiene,140.38,OUT013,1987,High,Tier 3,Supermarket Type1,2529.0
FDQ20,8.325,Low Fat,3.0,Fruits and Vegetables,38.71,OUT013,1987,High,Tier 3,Supermarket Type1,284.0
FDA13,15.85,Low Fat,7.9,Canned,38.65,OUT017,2007,,Tier 2,Supermarket Type1,759.0
FDZ15,13.1,Low Fat,2.1,Dairy,117.38,OUT046,1997,Small,Tier 1,Supermarket Type1,1788.0
NCV42,6.26,Low Fat,3.2,Household,111.32,OUT017,2007,,Tier 2,Supermarket Type1,2432.0
DRI51,17.25,Low Fat,4.2,Dairy,173.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,4466.0
FDO28,5.765,Low Fat,7.2,Frozen Foods,119.91,OUT035,2004,Small,Tier 2,Supermarket Type1,2049.0
NCS54,13.6,Low Fat,1.0,Household,175.44,OUT013,1987,High,Tier 3,Supermarket Type1,1941.0
FDH16,10.5,Low Fat,5.3,Frozen Foods,88.78,OUT017,2007,,Tier 2,Supermarket Type1,2067.0
FDG24,7.975,Low Fat,1.5,Baking Goods,85.12,OUT045,2002,,Tier 2,Supermarket Type1,2663.0
FDR52,12.65,Regular,7.6,Frozen Foods,192.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,1147.0
NCH06,12.3,Low Fat,7.7,Household,247.85,OUT045,2002,,Tier 2,Supermarket Type1,3449.0
FDA36,5.985,Low Fat,0.6,Baking Goods,184.89,OUT045,2002,,Tier 2,Supermarket Type1,1666.0
