Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Combined,Outlet_Years,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
9.285,2,0.049559042000000005,246.4144,2,2007,1225.072,0,6,0,0,0,0,1,0,0,1,0,0
13.6,2,0.119418124,231.03,7,2002,5359.69,0,11,0,0,0,0,1,0,0,1,0,0
8.895,1,0.072545601,176.237,7,2002,1764.37,0,11,0,0,0,0,1,0,0,1,0,0
16.35,0,0.090486828,195.21099999999998,1,1987,2553.343,2,26,1,0,0,0,0,1,0,1,0,0
17.6,1,0.056245075,43.3454,1,1987,1006.6896,0,26,1,0,0,0,0,1,0,1,0,0
7.975,1,0.014618973,85.225,1,1987,1081.925,0,26,1,0,0,0,0,1,0,1,0,0
15.85,1,0.04347912599999999,36.7164,2,2007,308.9312,0,6,0,0,0,0,1,0,0,1,0,0
15.7,1,0.045166237000000005,178.666,1,1987,2516.724,0,26,1,0,0,0,0,1,0,1,0,0
8.985,2,0.057827101,128.83100000000002,8,1997,1428.141,0,16,0,0,1,1,0,0,0,1,0,0
20.35,1,0.089394766,260.1594,1,1987,2093.2752,0,26,1,0,0,0,0,1,0,1,0,0
6.59,1,0.10550944,85.6908,1,1987,1929.4884,0,26,1,0,0,0,0,1,0,1,0,0
19.85,1,0.005234153,264.0884,6,2004,5829.7448,0,9,0,0,1,0,1,0,0,1,0,0
16.85,1,0.036390174,91.4488,8,1997,2082.6224,0,16,0,0,1,1,0,0,0,1,0,0
,1,0.03292824,173.1738,5,1985,7298.4996,0,28,0,1,0,0,0,1,0,0,0,1
16.75,1,0.081252534,256.4988,1,1987,7452.9652,0,26,1,0,0,0,0,1,0,1,0,0
17.6,2,0.076552407,110.5202,2,2007,450.0808,0,6,0,0,0,0,1,0,0,1,0,0
7.905,1,0.016758568999999997,250.4408,0,1998,500.6816,0,15,0,0,0,0,0,1,1,0,0,0
,1,0.044248175,126.20200000000001,5,1985,3668.558,0,28,0,1,0,0,0,1,0,0,0,1
7.785,2,0.038288087,103.1964,3,2009,736.3748,0,4,0,1,0,0,0,1,0,0,1,0
7.825,0,0.186032678,253.0698,6,2004,6088.0752,2,9,0,0,1,0,1,0,0,1,0,0
,0,0.031867464,101.0016,5,1985,2125.2336,2,28,0,1,0,0,0,1,0,0,0,1
20.75,1,0.021370201000000002,153.0024,2,2007,2277.036,1,6,0,0,0,0,1,0,0,1,0,0
,1,0.193772568,190.3846,4,1985,573.2538,0,28,0,0,1,1,0,0,1,0,0,0
6.26,2,0.009866049,151.1366,6,2004,2267.049,0,9,0,0,1,0,1,0,0,1,0,0
18.2,1,0.082551042,147.3734,0,1998,296.9468,0,15,0,0,0,0,0,1,1,0,0,0
13.0,0,0.099729888,46.306000000000004,3,2009,559.2719999999999,2,4,0,1,0,0,0,1,0,0,1,0
20.25,2,0.018801549,222.1772,6,2004,5559.43,0,9,0,0,1,0,1,0,0,1,0,0
8.695,0,0.11972145099999999,95.5094,9,1999,1237.7222,2,14,0,1,0,1,0,0,0,1,0,0
7.27,1,0.071222087,113.5518,7,2002,569.259,1,11,0,0,0,0,1,0,0,1,0,0
,2,0.060371962,174.0712,5,1985,3866.9664,0,28,0,1,0,0,0,1,0,0,0,1
12.85,1,0.033287541000000004,198.4768,7,2002,1379.5376,0,11,0,0,0,0,1,0,0,1,0,0
7.075,1,0.05858462,142.7128,3,2009,1869.5664,0,4,0,1,0,0,0,1,0,0,1,0
,2,0.11679292,196.21099999999998,5,1985,5499.508000000001,0,28,0,1,0,0,0,1,0,0,0,1
8.195,1,0.031452265,94.3462,9,1999,925.462,0,14,0,1,0,1,0,0,0,1,0,0
7.09,1,0.00721395,47.9034,6,2004,583.2408,0,9,0,0,1,0,1,0,0,1,0,0
6.095,0,0.081196619,141.4154,8,1997,1418.154,2,16,0,0,1,1,0,0,0,1,0,0
19.35,2,0.049916364000000005,80.2644,2,2007,942.7728,0,6,0,0,0,0,1,0,0,1,0,0
6.15,1,0.04627095,99.3384,8,1997,2364.9216,0,16,0,0,1,1,0,0,0,1,0,0
,2,0.02747716,87.9856,5,1985,3251.7672,0,28,0,1,0,0,0,1,0,0,0,1
,2,0.10470453699999999,125.2678,4,1985,254.3356,0,28,0,0,1,1,0,0,1,0,0,0
17.7,0,0.012540003000000001,167.0474,6,2004,5895.659000000001,2,9,0,0,1,0,1,0,0,1,0,0
17.85,1,0.147023834,93.7436,3,2009,1134.5232,0,4,0,1,0,0,0,1,0,0,1,0
9.395,1,0.15965759599999998,224.972,7,2002,7696.648,1,11,0,0,0,0,1,0,0,1,0,0
15.75,1,0.141398626,250.5382,2,2007,2775.7202,1,6,0,0,0,0,1,0,0,1,0,0
7.475,1,0.148821808,241.2854,7,2002,5317.0788,0,11,0,0,0,0,1,0,0,1,0,0
7.075,1,0.0,98.0068,3,2009,874.8612,0,4,0,1,0,0,0,1,0,0,1,0
6.445,1,0.029691762000000003,92.6436,8,1997,1039.9796,0,16,0,0,1,1,0,0,0,1,0,0
19.1,1,0.09671552300000001,235.0958,6,2004,3038.0454,0,9,0,0,1,0,1,0,0,1,0,0
20.25,2,0.014790558999999998,193.6162,6,2004,3848.324,0,9,0,0,1,0,1,0,0,1,0,0
15.0,2,0.054378253,59.1904,8,1997,527.3136,0,16,0,0,1,1,0,0,0,1,0,0
6.67,2,0.123428594,89.1514,8,1997,2390.8878,0,16,0,0,1,1,0,0,0,1,0,0
,2,0.029943462999999997,60.222,5,1985,1677.816,0,28,0,1,0,0,0,1,0,0,0,1
16.7,2,0.052368060999999994,112.7176,1,1987,801.6232,0,26,1,0,0,0,0,1,0,1,0,0
7.07,1,0.09386114400000001,115.5834,7,2002,1267.0174,0,11,0,0,0,0,1,0,0,1,0,0
6.48,1,0.033968647000000005,148.0076,7,2002,886.8456,0,11,0,0,0,0,1,0,0,1,0,0
19.0,2,0.173154079,228.27200000000002,0,1998,452.744,0,15,0,0,0,0,0,1,1,0,0,0
13.35,1,0.139735226,147.5392,7,2002,3877.6192,0,11,0,0,0,0,1,0,0,1,0,0
,1,0.043351895999999994,146.6418,5,1985,4414.254,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.042086652,122.4388,5,1985,5448.9072,1,28,0,1,0,0,0,1,0,0,0,1
9.695,2,0.12848269,223.9404,9,1999,4950.8888,0,14,0,1,0,1,0,0,0,1,0,0
15.0,1,0.049357077,62.6168,2,2007,958.752,1,6,0,0,0,0,1,0,0,1,0,0
11.15,2,0.008326735,149.9708,2,2007,1956.1204,0,6,0,0,0,0,1,0,0,1,0,0
20.85,1,0.021362955,103.2306,9,1999,2404.2038,0,14,0,1,0,1,0,0,0,1,0,0
9.8,0,0.151420934,194.3478,0,1998,387.4956,2,15,0,0,0,0,0,1,1,0,0,0
16.35,1,0.032511818,165.0842,1,1987,994.7052,0,26,1,0,0,0,0,1,0,1,0,0
9.6,2,0.022323658,101.29899999999999,7,2002,1754.3829999999998,0,11,0,0,0,0,1,0,0,1,0,0
,0,0.019292355,129.9994,5,1985,3340.9844,2,28,0,1,0,0,0,1,0,0,0,1
13.35,1,0.048124442999999996,216.7166,7,2002,3918.8988,0,11,0,0,0,0,1,0,0,1,0,0
20.7,1,0.09261307,76.367,1,1987,306.268,1,26,1,0,0,0,0,1,0,1,0,0
,1,0.094697274,158.4604,5,1985,4278.4308,0,28,0,1,0,0,0,1,0,0,0,1
16.2,1,0.035984103999999996,260.6278,7,2002,4425.5726,0,11,0,0,0,0,1,0,0,1,0,0
,2,0.056596985,230.9984,5,1985,9267.936,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.2047,76.867,4,1985,229.701,0,28,0,0,1,1,0,0,1,0,0,0
,2,0.020618324,129.3994,5,1985,2055.9904,0,28,0,1,0,0,0,1,0,0,0,1
5.5,0,0.04709821,101.3016,8,1997,3339.6528,2,16,0,0,1,1,0,0,0,1,0,0
15.1,2,0.087584126,221.7456,7,2002,6410.3224,0,11,0,0,0,0,1,0,0,1,0,0
15.7,2,0.038078899,122.9046,2,2007,1992.0736,0,6,0,0,0,0,1,0,0,1,0,0
7.895,2,0.095102092,104.4332,2,2007,2870.9296,0,6,0,0,0,0,1,0,0,1,0,0
,2,0.011953901999999999,164.5184,5,1985,2807.0128,0,28,0,1,0,0,0,1,0,0,0,1
17.35,2,0.062799379,88.18299999999999,1,1987,539.298,0,26,1,0,0,0,0,1,0,1,0,0
7.285,0,0.031125708999999998,174.3054,1,1987,4377.635,2,26,1,0,0,0,0,1,0,1,0,0
20.25,0,0.026005891,180.9976,7,2002,2716.4640000000004,2,11,0,0,0,0,1,0,0,1,0,0
,1,0.09246392,190.9504,4,1985,383.5008,0,28,0,0,1,1,0,0,1,0,0,0
15.85,1,0.107765165,59.5904,9,1999,703.0848,1,14,0,1,0,1,0,0,0,1,0,0
6.17,1,0.010647476999999999,66.3826,9,1999,1937.4779999999998,0,14,0,1,0,1,0,0,0,1,0,0
19.5,0,0.015749341,182.2608,9,1999,3307.6944,2,14,0,1,0,1,0,0,0,1,0,0
19.2,0,0.077628053,197.611,9,1999,3142.5759999999996,2,14,0,1,0,1,0,0,0,1,0,0
16.7,1,0.0,181.2292,3,2009,2554.0088,0,4,0,1,0,0,0,1,0,0,1,0
20.85,2,0.056695731,104.0648,3,2009,1869.5664,0,4,0,1,0,0,0,1,0,0,1,0
14.5,2,0.063993068,260.4594,7,2002,5494.8474,0,11,0,0,0,0,1,0,0,1,0,0
11.395,2,0.06952926200000001,233.1616,1,1987,6093.4016,0,26,1,0,0,0,0,1,0,1,0,0
7.97,1,0.034452949,174.0422,8,1997,2586.633,1,16,0,0,1,1,0,0,0,1,0,0
7.71,2,0.06670068,55.2956,9,1999,1255.6988,0,14,0,1,0,1,0,0,0,1,0,0
19.25,2,0.034699737,141.7496,8,1997,4093.3384,0,16,0,0,1,1,0,0,0,1,0,0
7.075,1,0.058346939,142.2128,8,1997,3163.8816,0,16,0,0,1,1,0,0,0,1,0,0
,2,0.065203103,166.0816,5,1985,5033.448,0,28,0,1,0,0,0,1,0,0,0,1
11.6,2,0.07892957099999999,79.9276,8,1997,1137.1864,0,16,0,0,1,1,0,0,0,1,0,0
,1,0.18251488100000002,98.77,5,1985,2696.49,0,28,0,1,0,0,0,1,0,0,0,1
12.1,1,0.016895293000000002,178.56599999999997,3,2009,898.83,1,4,0,1,0,0,0,1,0,0,1,0
10.0,0,0.073379745,118.244,8,1997,2756.4120000000003,2,16,0,0,1,1,0,0,0,1,0,0
14.35,1,0.08075758,81.896,7,2002,878.8560000000001,0,11,0,0,0,0,1,0,0,1,0,0
10.395,1,0.11227149800000001,58.222,9,1999,659.1419999999999,0,14,0,1,0,1,0,0,0,1,0,0
,1,0.153741385,182.6292,4,1985,182.4292,0,28,0,0,1,1,0,0,1,0,0,0
8.1,1,0.127929521,211.4902,1,1987,3610.6334,0,26,1,0,0,0,0,1,0,1,0,0
8.05,2,0.07838564,256.4646,6,2004,5153.292,0,9,0,0,1,0,1,0,0,1,0,0
9.195,2,0.078502143,108.7596,2,2007,2588.6304,0,6,0,0,0,0,1,0,0,1,0,0
20.7,2,0.047684831,212.5876,3,2009,1286.3256,0,4,0,1,0,0,0,1,0,0,1,0
15.7,2,0.12315965599999999,110.1544,2,2007,1230.3984,0,6,0,0,0,0,1,0,0,1,0,0
,2,0.0,60.2194,5,1985,1733.7432,0,28,0,1,0,0,0,1,0,0,0,1
,0,0.053392944000000005,193.8162,4,1985,384.8324,2,28,0,0,1,1,0,0,1,0,0,0
16.5,0,0.036715907,180.0318,7,2002,3969.4996,2,11,0,0,0,0,1,0,0,1,0,0
9.0,1,0.065236932,176.437,6,2004,7763.228,0,9,0,0,1,0,1,0,0,1,0,0
6.785,2,0.041947547,41.2112,1,1987,809.6128,0,26,1,0,0,0,0,1,0,1,0,0
19.5,1,0.08288849599999999,178.6002,3,2009,1253.7014,0,4,0,1,0,0,0,1,0,0,1,0
7.575,1,0.055390120999999994,195.2768,8,1997,5715.2272,0,16,0,0,1,1,0,0,0,1,0,0
18.2,2,0.012194556,57.7904,1,1987,1464.76,0,26,1,0,0,0,0,1,0,1,0,0
16.75,1,0.060495243,169.8106,1,1987,3251.1014,0,26,1,0,0,0,0,1,0,1,0,0
7.47,2,0.0,214.3218,6,2004,4274.436,0,9,0,0,1,0,1,0,0,1,0,0
,2,0.014753811,231.7958,5,1985,5375.0034,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.160707489,38.019,5,1985,1318.2839999999999,0,28,0,1,0,0,0,1,0,0,0,1
13.85,2,0.085622362,119.4124,3,2009,2251.7356,0,4,0,1,0,0,0,1,0,0,1,0
6.635,2,0.046350909,37.4506,2,2007,1176.4686,0,6,0,0,0,0,1,0,0,1,0,0
6.11,2,0.102920886,130.4968,8,1997,3523.4136,0,16,0,0,1,1,0,0,0,1,0,0
15.25,1,0.026604781,86.2198,6,2004,610.5386,0,9,0,0,1,0,1,0,0,1,0,0
15.85,1,0.0,96.4094,6,2004,1237.7222,0,9,0,0,1,0,1,0,0,1,0,0
15.2,1,0.031860325,235.1248,0,1998,474.0496,0,15,0,0,0,0,0,1,1,0,0,0
,2,0.0,52.6666,5,1985,717.7324,0,28,0,1,0,0,0,1,0,0,0,1
20.75,1,0.021250002,150.5024,8,1997,2580.6408,1,16,0,0,1,1,0,0,0,1,0,0
10.195,1,0.159936948,143.2154,8,1997,2552.6772,0,16,0,0,1,1,0,0,0,1,0,0
7.605,1,0.12950314599999999,164.021,7,2002,3914.9040000000005,0,11,0,0,0,0,1,0,0,1,0,0
18.0,2,0.142688846,88.5514,8,1997,796.9626,0,16,0,0,1,1,0,0,0,1,0,0
,1,0.179484411,228.9352,4,1985,916.1408,0,28,0,0,1,1,0,0,1,0,0,0
18.35,0,0.08916305599999999,191.3504,7,2002,3259.7568,2,11,0,0,0,0,1,0,0,1,0,0
6.59,1,0.105761491,84.8908,9,1999,1677.816,0,14,0,1,0,1,0,0,0,1,0,0
13.8,2,0.056960814000000005,230.0984,9,1999,3707.1744,0,14,0,1,0,1,0,0,0,1,0,0
21.2,2,0.00704098,173.5738,8,1997,2954.1546,0,16,0,0,1,1,0,0,0,1,0,0
10.5,2,0.011026593999999999,166.4842,3,2009,2652.5472,0,4,0,1,0,0,0,1,0,0,1,0
8.97,0,0.093203257,52.7956,7,2002,1037.3164,2,11,0,0,0,0,1,0,0,1,0,0
,0,0.026916793999999997,50.9666,5,1985,717.7324,2,28,0,1,0,0,0,1,0,0,0,1
10.6,0,0.035264298,86.1224,7,2002,426.11199999999997,2,11,0,0,0,0,1,0,0,1,0,0
13.65,1,0.015908423999999997,231.1668,6,2004,6911.004,0,9,0,0,1,0,1,0,0,1,0,0
19.0,0,0.017719277,211.0244,8,1997,3811.0392,2,16,0,0,1,1,0,0,0,1,0,0
,2,0.035334201,115.3518,5,1985,2277.036,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.065652494,48.9034,4,1985,48.6034,0,28,0,0,1,1,0,0,1,0,0,0
6.865,1,0.056919038,212.8218,9,1999,5770.4886,0,14,0,1,0,1,0,0,0,1,0,0
10.8,2,0.048143292000000004,40.2138,8,1997,690.4346,0,16,0,0,1,1,0,0,0,1,0,0
16.7,1,0.022047313,110.2886,1,1987,1890.2062,0,26,1,0,0,0,0,1,0,1,0,0
,1,0.090427268,126.2336,5,1985,3195.84,1,28,0,1,0,0,0,1,0,0,0,1
15.15,1,0.027779254,150.1708,8,1997,1504.7079999999999,0,16,0,0,1,1,0,0,0,1,0,0
10.5,0,0.0,238.3248,0,1998,711.0744,2,15,0,0,0,0,0,1,1,0,0,0
17.6,1,0.008033611,174.2422,3,2009,4311.055,0,4,0,1,0,0,0,1,0,0,1,0
19.35,1,0.033088472,175.4738,8,1997,521.3214,0,16,0,0,1,1,0,0,0,1,0,0
15.7,0,0.160663021,59.4562,8,1997,829.5868,2,16,0,0,1,1,0,0,0,1,0,0
18.1,1,0.178975721,155.5288,2,2007,1571.2879999999998,0,6,0,0,0,0,1,0,0,1,0,0
10.195,2,0.017627888,239.6538,6,2004,2403.538,0,9,0,0,1,0,1,0,0,1,0,0
,1,0.0194158,41.6454,4,1985,83.8908,0,28,0,0,1,1,0,0,1,0,0,0
6.655,1,0.016993225,211.0586,7,2002,844.2344,0,11,0,0,0,0,1,0,0,1,0,0
19.0,0,0.027139012999999997,127.3336,2,2007,2940.1728,2,6,0,0,0,0,1,0,0,1,0,0
7.075,1,0.03777249,98.0068,0,1998,291.6204,0,15,0,0,0,0,0,1,1,0,0,0
13.15,1,0.036746479,181.2976,7,2002,3259.7568,0,11,0,0,0,0,1,0,0,1,0,0
20.1,2,0.022460102000000003,226.8036,9,1999,3415.554,0,14,0,1,0,1,0,0,0,1,0,0
20.35,2,0.0,256.7672,3,2009,5624.6784,0,4,0,1,0,0,0,1,0,0,1,0
18.85,0,0.05213575,190.1846,9,1999,6687.960999999999,2,14,0,1,0,1,0,0,0,1,0,0
16.35,2,0.062508438,227.1062,9,1999,5642.655,0,14,0,1,0,1,0,0,0,1,0,0
11.3,1,0.007309544,196.2426,3,2009,4943.565,0,4,0,1,0,0,0,1,0,0,1,0
17.5,1,0.015623753999999998,182.6266,3,2009,3135.2522,0,4,0,1,0,0,0,1,0,0,1,0
18.0,2,0.14297822300000002,87.4514,7,2002,796.9626,0,11,0,0,0,0,1,0,0,1,0,0
7.935,1,0.017191055,51.535,7,2002,848.895,0,11,0,0,0,0,1,0,0,1,0,0
,1,0.143592939,37.3164,4,1985,38.6164,0,28,0,0,1,1,0,0,1,0,0,0
20.25,2,0.011995271000000002,184.5924,8,1997,4997.4948,0,16,0,0,1,1,0,0,0,1,0,0
15.5,2,0.15717236,149.1418,9,1999,588.5672,0,14,0,1,0,1,0,0,0,1,0,0
,1,0.061393095,91.81200000000001,4,1985,372.848,1,28,0,0,1,1,0,0,1,0,0,0
,2,0.264124669,155.7314,4,1985,155.1314,0,28,0,0,1,1,0,0,1,0,0,0
15.35,1,0.020310046000000002,218.0508,1,1987,3038.7112,1,26,1,0,0,0,0,1,0,1,0,0
10.1,0,0.054630834,200.2084,8,1997,1587.2672,2,16,0,0,1,1,0,0,0,1,0,0
16.7,2,0.052517969000000005,115.4176,7,2002,687.1056,0,11,0,0,0,0,1,0,0,1,0,0
20.7,2,0.047565208,213.4876,9,1999,1929.4884,0,14,0,1,0,1,0,0,0,1,0,0
16.0,1,0.060797393,223.8404,1,1987,3600.6464,0,26,1,0,0,0,0,1,0,1,0,0
14.0,1,0.041291168999999996,180.7634,8,1997,2181.1608,0,16,0,0,1,1,0,0,0,1,0,0
12.85,1,0.022604051,181.4318,8,1997,3428.2042,0,16,0,0,1,1,0,0,0,1,0,0
20.85,2,0.056580227999999996,105.6648,7,2002,623.1888,0,11,0,0,0,0,1,0,0,1,0,0
12.35,0,0.16419682300000002,120.5124,9,1999,2133.2232,2,14,0,1,0,1,0,0,0,1,0,0
6.85,1,0.022976497000000002,261.6594,3,2009,3401.5722,0,4,0,1,0,0,0,1,0,0,1,0
10.3,1,0.027310252,101.0042,6,2004,1289.6546,0,9,0,0,1,0,1,0,0,1,0,0
,2,0.141975462,49.6008,4,1985,50.6008,0,28,0,0,1,1,0,0,1,0,0,0
8.775,1,0.0,45.9428,1,1987,790.9704,1,26,1,0,0,0,0,1,0,1,0,0
18.85,0,0.01619866,129.2626,2,2007,3147.9024,2,6,0,0,0,0,1,0,0,1,0,0
,0,0.014205168,56.7614,5,1985,2486.763,2,28,0,1,0,0,0,1,0,0,0,1
14.85,1,0.09344495,141.0812,6,2004,1139.8496,0,9,0,0,1,0,1,0,0,1,0,0
20.5,2,0.019199733,84.3592,8,1997,1816.3024,0,16,0,0,1,1,0,0,0,1,0,0
7.84,2,0.15412025199999999,51.935,3,2009,199.74,0,4,0,1,0,0,0,1,0,0,1,0
18.25,1,0.089004389,196.7452,7,2002,978.7260000000001,0,11,0,0,0,0,1,0,0,1,0,0
10.3,2,0.011117041000000001,85.854,1,1987,2683.1740000000004,0,26,1,0,0,0,0,1,0,1,0,0
12.5,0,0.103422709,169.9448,6,2004,2897.5616,2,9,0,0,1,0,1,0,0,1,0,0
,1,0.089035961,260.5594,5,1985,9158.079,0,28,0,1,0,0,0,1,0,0,0,1
20.25,2,0.102723919,93.212,8,1997,1957.4520000000002,0,16,0,0,1,1,0,0,0,1,0,0
,2,0.024733134,40.2822,5,1985,1296.3126,1,28,0,1,0,0,0,1,0,0,0,1
15.0,0,0.044871033,140.3838,1,1987,2528.7084,2,26,1,0,0,0,0,1,0,1,0,0
8.325,1,0.029760052000000002,38.7138,1,1987,284.2966,0,26,1,0,0,0,0,1,0,1,0,0
15.85,1,0.078999287,38.6506,2,2007,759.012,0,6,0,0,0,0,1,0,0,1,0,0
13.1,1,0.020870744,117.3782,8,1997,1787.6729999999998,0,16,0,0,1,1,0,0,0,1,0,0
6.26,0,0.031599715,111.3228,2,2007,2431.5016,2,6,0,0,0,0,1,0,0,1,0,0
17.25,1,0.042413704,173.1764,3,2009,4466.1864,1,4,0,1,0,0,0,1,0,0,1,0
5.765,1,0.072284689,119.9098,6,2004,2048.6666,0,9,0,0,1,0,1,0,0,1,0,0
13.6,0,0.009984847,175.437,1,1987,1940.807,2,26,1,0,0,0,0,1,0,1,0,0
10.5,1,0.052852620999999995,88.78299999999999,2,2007,2067.3089999999997,0,6,0,0,0,0,1,0,0,1,0,0
7.975,1,0.014660821000000001,85.125,7,2002,2663.2,0,11,0,0,0,0,1,0,0,1,0,0
12.65,2,0.076354362,192.1846,3,2009,1146.5076,0,4,0,1,0,0,0,1,0,0,1,0
12.3,0,0.07670963900000001,247.84599999999998,7,2002,3448.844,2,11,0,0,0,0,1,0,0,1,0,0
5.985,1,0.005677876,184.8924,7,2002,1665.8316,0,11,0,0,0,0,1,0,0,1,0,0
,1,0.0,184.7266,5,1985,8114.7704,0,28,0,1,0,0,0,1,0,0,0,1
15.15,2,0.012282366000000001,132.5284,9,1999,1713.7692,0,14,0,1,0,1,0,0,0,1,0,0
12.35,1,0.026681262,56.4246,8,1997,810.9444,0,16,0,0,1,1,0,0,0,1,0,0
14.3,1,0.127541722,84.9224,8,1997,1193.1136,0,16,0,0,1,1,0,0,0,1,0,0
8.695,0,0.119513002,93.4094,6,2004,856.8846,2,9,0,0,1,0,1,0,0,1,0,0
16.35,1,0.054463442,163.8842,0,1998,165.7842,0,15,0,0,0,0,0,1,1,0,0,0
6.135,2,0.0,151.3366,7,2002,1057.9562,0,11,0,0,0,0,1,0,0,1,0,0
19.5,0,0.015756784,185.0608,7,2002,2205.1296,2,11,0,0,0,0,1,0,0,1,0,0
9.5,2,0.010907967,182.3608,1,1987,2940.1728,0,26,1,0,0,0,0,1,0,1,0,0
8.895,1,0.07543556,235.8616,6,2004,3046.7008,1,9,0,0,1,0,1,0,0,1,0,0
18.25,1,0.0,196.8452,8,1997,3327.6684,0,16,0,0,1,1,0,0,0,1,0,0
21.35,1,0.11519471699999999,258.3278,0,1998,520.6556,0,15,0,0,0,0,0,1,1,0,0,0
19.7,1,0.066922802,174.83700000000002,6,2004,2999.429,0,9,0,0,1,0,1,0,0,1,0,0
,1,0.064636203,90.0804,5,1985,2113.2492,0,28,0,1,0,0,0,1,0,0,0,1
16.6,1,0.10319540099999999,117.8466,7,2002,942.7728,0,11,0,0,0,0,1,0,0,1,0,0
,1,0.13121032,74.0354,4,1985,75.2354,0,28,0,0,1,1,0,0,1,0,0,0
10.895,1,0.035747522000000004,133.6284,8,1997,1581.9408,0,16,0,0,1,1,0,0,0,1,0,0
,2,0.192650072,37.4506,4,1985,37.9506,0,28,0,0,1,1,0,0,1,0,0,0
,0,0.09803177099999999,151.3024,4,1985,151.8024,2,28,0,0,1,1,0,0,1,0,0,0
,2,0.030118337999999998,248.8092,5,1985,3486.1288,0,28,0,1,0,0,0,1,0,0,0,1
8.51,0,0.016201845,195.2478,2,2007,4262.4516,2,6,0,0,0,0,1,0,0,1,0,0
14.15,1,0.05837308,243.9828,0,1998,731.0484,0,15,0,0,0,0,0,1,1,0,0,0
6.65,1,0.087652908,128.8678,6,2004,1398.8458,0,9,0,0,1,0,1,0,0,1,0,0
15.25,2,0.065999008,177.96599999999998,9,1999,2336.958,0,14,0,1,0,1,0,0,0,1,0,0
18.25,1,0.088750333,196.5452,1,1987,2348.9424,0,26,1,0,0,0,0,1,0,1,0,0
,2,0.100277876,196.8768,5,1985,7094.7648,0,28,0,1,0,0,0,1,0,0,0,1
16.0,2,0.09925243800000001,87.4856,6,2004,1054.6272,0,9,0,0,1,0,1,0,0,1,0,0
19.2,0,0.0,127.831,7,2002,1298.31,2,11,0,0,0,0,1,0,0,1,0,0
12.15,0,0.0,117.815,2,2007,2330.3,2,6,0,0,0,0,1,0,0,1,0,0
8.895,1,0.026384672,208.9954,9,1999,4584.6988,0,14,0,1,0,1,0,0,0,1,0,0
10.895,1,0.228993134,263.4568,0,1998,527.3136,0,15,0,0,0,0,0,1,1,0,0,0
16.0,2,0.065431917,76.1986,2,2007,1869.5664,0,6,0,0,0,0,1,0,0,1,0,0
,1,0.026749991,106.928,5,1985,2876.256,0,28,0,1,0,0,0,1,0,0,0,1
9.195,1,0.0,43.6744,3,2009,407.4696,0,4,0,1,0,0,0,1,0,0,1,0
11.35,2,0.043333912,201.0742,3,2009,2189.8162,0,4,0,1,0,0,0,1,0,0,1,0
10.0,0,0.08965681199999999,144.0102,2,2007,1603.9122,2,6,0,0,0,0,1,0,0,1,0,0
9.395,0,0.039954281,82.4908,6,2004,2013.3792,2,9,0,0,1,0,1,0,0,1,0,0
,1,0.087854925,95.9752,4,1985,95.8752,1,28,0,0,1,1,0,0,1,0,0,0
20.75,1,0.14940405699999998,192.8478,0,1998,774.9912,0,15,0,0,0,0,0,1,1,0,0,0
9.8,1,0.0268952,128.40200000000002,7,2002,2403.538,0,11,0,0,0,0,1,0,0,1,0,0
5.695,1,0.065857092,258.5646,3,2009,4380.2982,0,4,0,1,0,0,0,1,0,0,1,0
18.2,1,0.161817014,37.819,7,2002,219.71400000000003,0,11,0,0,0,0,1,0,0,1,0,0
19.35,2,0.082197959,49.2034,1,1987,729.051,0,26,1,0,0,0,0,1,0,1,0,0
18.35,1,0.015335349,106.6938,7,2002,1393.5194,1,11,0,0,0,0,1,0,0,1,0,0
6.36,0,0.00599072,163.6526,7,2002,5262.4832,2,11,0,0,0,0,1,0,0,1,0,0
9.8,1,0.013898123,46.506,3,2009,372.848,1,4,0,1,0,0,0,1,0,0,1,0
,2,0.078912473,99.9042,5,1985,3273.7386,0,28,0,1,0,0,0,1,0,0,0,1
,0,0.059776237,231.7642,5,1985,5344.3766,2,28,0,1,0,0,0,1,0,0,0,1
6.635,2,0.0,39.7506,1,1987,303.6048,0,26,1,0,0,0,0,1,0,1,0,0
18.1,1,0.29788371199999997,156.7288,0,1998,314.2576,0,15,0,0,0,0,0,1,1,0,0,0
8.93,0,0.022059594,56.0614,0,1998,276.307,2,15,0,0,0,0,0,1,1,0,0,0
8.3,1,0.03532494,38.9506,1,1987,721.0614,0,26,1,0,0,0,0,1,0,1,0,0
8.895,0,0.124967595,112.7544,7,2002,3467.4864,2,11,0,0,0,0,1,0,0,1,0,0
16.35,2,0.062411404000000004,225.9062,8,1997,5416.9488,0,16,0,0,1,1,0,0,0,1,0,0
8.6,0,0.032754431,140.5154,3,2009,283.6308,2,4,0,1,0,0,0,1,0,0,1,0
